Graph	Algorithm	RandomSeed	|E|	w(E)	Time
s641	HCS	7	103	106	0
s641	HCS	8	103	106	0
s641	HCS	9	103	106	0
s641	RED	1	0	0	1
s641	RED	10	0	0	1
s641	RED	2	0	0	1
s641	RED	3	0	0	1
s641	RED	4	0	0	0
s641	RED	5	0	0	0
s641	RED	6	0	0	0
s641	RED	7	0	0	0
s641	RED	8	0	0	0
s641	RED	9	0	0	0
s641	REDstar	1	0	0	0
s641	REDstar	10	0	0	0
s641	REDstar	2	0	0	0
s641	REDstar	3	0	0	0
s641	REDstar	4	0	0	1
s641	REDstar	5	0	0	0
s641	REDstar	6	0	0	1
s641	REDstar	7	0	0	0
s641	REDstar	8	0	0	1
s641	REDstar	9	0	0	1
s641	scc+2cyc+chain	1	161	161	0
s641	scc+2cyc+chain	10	161	161	0
s641	scc+2cyc+chain	2	161	161	1
s641	scc+2cyc+chain	3	161	161	0
s641	scc+2cyc+chain	4	161	161	0
s641	scc+2cyc+chain	5	161	161	0
s641	scc+2cyc+chain	6	161	161	0
s641	scc+2cyc+chain	7	161	161	0
s641	scc+2cyc+chain	8	161	161	0
s641	scc+2cyc+chain	9	161	161	0
s641	scc+2cyc	1	285	285	0
s641	scc+2cyc	10	285	285	0
s641	scc+2cyc	2	285	285	0
s641	scc+2cyc	3	285	285	0
s641	scc+2cyc	4	285	285	0
s641	scc+2cyc	5	285	285	0
s641	scc+2cyc	6	285	285	0
s641	scc+2cyc	7	285	285	0
s641	scc+2cyc	8	285	285	0
s641	scc+2cyc	9	285	285	0
s641	scc	1	285	285	0
s641	scc	10	285	285	0
s641	scc	2	285	285	0
s641	scc	3	285	285	0
s641	scc	4	285	285	0
s641	scc	5	285	285	0
s641	scc	6	285	285	0
s641	scc	7	285	285	0
s641	scc	8	285	285	0
s641	scc	9	285	285	0
s713	HCS	1	200	203	0
s713	HCS	10	200	203	0
s713	HCS	2	200	203	0
s713	HCS	3	200	203	0
s713	HCS	4	200	203	0
s713	HCS	5	200	203	0
s713	HCS	6	200	203	0
s713	HCS	7	200	203	0
s713	HCS	8	200	203	0
s713	HCS	9	200	203	0
s713	RED	1	0	0	1
s713	RED	10	0	0	1
s713	RED	2	0	0	1
s713	RED	3	0	0	1
s713	RED	4	0	0	0
s713	RED	5	0	0	0
s713	RED	6	0	0	0
s713	RED	7	0	0	0
s713	RED	8	0	0	0
s713	RED	9	0	0	0
s713	REDstar	1	0	0	0
s713	REDstar	10	0	0	0
s713	REDstar	2	0	0	0
s713	REDstar	3	0	0	0
s713	REDstar	4	0	0	0
s713	REDstar	5	0	0	0
s713	REDstar	6	0	0	0
s713	REDstar	7	0	0	0
s713	REDstar	8	0	0	0
s713	REDstar	9	0	0	0
s713	scc+2cyc+chain	1	253	253	0
s713	scc+2cyc+chain	10	253	253	0
s713	scc+2cyc+chain	2	253	253	0
s713	scc+2cyc+chain	3	253	253	0
s713	scc+2cyc+chain	4	253	253	0
s713	scc+2cyc+chain	5	253	253	0
s713	scc+2cyc+chain	6	253	253	0
s713	scc+2cyc+chain	7	253	253	1
s713	scc+2cyc+chain	8	253	253	0
s713	scc+2cyc+chain	9	253	253	1
s713	scc+2cyc	1	356	356	0
s713	scc+2cyc	10	356	356	0
s713	scc+2cyc	2	356	356	0
s713	scc+2cyc	3	356	356	0
s713	scc+2cyc	4	356	356	0
s713	scc+2cyc	5	356	356	0
s713	scc+2cyc	6	356	356	0
s713	scc+2cyc	7	356	356	0
s713	scc+2cyc	8	356	356	0
s713	scc+2cyc	9	356	356	0
s713	scc	1	356	356	0
s713	scc	10	356	356	0
s713	scc	2	356	356	0
s713	scc	3	356	356	0
s713	scc	4	356	356	0
s713	scc	5	356	356	0
s713	scc	6	356	356	0
s713	scc	7	356	356	0
s713	scc	8	356	356	0
s713	scc	9	356	356	0
s838	HCS	1	38	49	0
s838	HCS	10	34	43	0
s838	HCS	2	40	52	0
s838	HCS	3	40	52	0
s838	HCS	4	46	61	0
s838	HCS	5	48	64	0
s838	HCS	6	44	58	0
s838	HCS	7	48	64	0
s838	HCS	8	38	49	0
s838	HCS	9	44	58	0
s838	RED	1	24	24	0
s838	RED	10	24	24	0
s838	RED	2	24	24	0
s838	RED	3	24	24	0
s838	RED	4	24	24	0
s838	RED	5	24	24	2
s838	RED	6	24	24	0
s838	RED	7	24	24	1
s838	RED	8	24	24	0
s838	RED	9	24	24	0
s838	REDstar	1	0	0	0
s838	REDstar	10	0	0	1
s838	REDstar	2	0	0	1
s838	REDstar	3	0	0	0
s838	REDstar	4	0	0	0
s838	REDstar	5	0	0	0
s838	REDstar	6	0	0	0
s838	REDstar	7	0	0	0
s838	REDstar	8	0	0	0
s838	REDstar	9	0	0	1
s838	scc+2cyc+chain	1	160	160	1
s838	scc+2cyc+chain	10	160	160	0
s838	scc+2cyc+chain	2	160	160	1
s838	scc+2cyc+chain	3	160	160	0
s838	scc+2cyc+chain	4	160	160	0
s838	scc+2cyc+chain	5	160	160	0
s838	scc+2cyc+chain	6	160	160	0
s838	scc+2cyc+chain	7	160	160	0
s838	scc+2cyc+chain	8	160	160	0
s838	scc+2cyc+chain	9	160	160	0
s838	scc+2cyc	1	224	224	0
s838	scc+2cyc	10	224	224	0
s838	scc+2cyc	2	224	224	0
s838	scc+2cyc	3	224	224	0
s838	scc+2cyc	4	224	224	0
s838	scc+2cyc	5	224	224	0
s838	scc+2cyc	6	224	224	0
s838	scc+2cyc	7	224	224	0
s838	scc+2cyc	8	224	224	0
s838	scc+2cyc	9	224	224	0
s838	scc	1	224	224	0
s838	scc	10	224	224	0
s838	scc	2	224	224	0
s838	scc	3	224	224	0
s838	scc	4	224	224	0
s838	scc	5	224	224	0
s838	scc	6	224	224	0
s838	scc	7	224	224	0
s838	scc	8	224	224	0
s838	scc	9	224	224	0
s9234	HCS	1	1964	1964	2
s9234	HCS	10	1964	1964	2
s9234	HCS	2	1964	1964	2
s9234	HCS	3	1964	1964	2
s9234	HCS	4	1964	1964	2
s9234	HCS	5	1964	1964	2
s9234	HCS	6	1964	1964	2
s9234	HCS	7	1964	1964	2
s9234	HCS	8	1964	1964	2
s9234	HCS	9	1964	1964	2
s9234	RED	1	794	947	4
s9234	RED	10	794	947	4
s9234	RED	2	794	947	4
s9234	RED	3	794	947	4
s9234	RED	4	794	947	4
s9234	RED	5	794	947	4
s9234	RED	6	794	947	4
s9234	RED	7	794	947	4
s9234	RED	8	794	947	4
s9234	RED	9	794	947	4
s9234	REDstar	1	236	350	4
s9234	REDstar	10	236	350	4
s9234	REDstar	2	236	350	4
s9234	REDstar	3	236	350	4
s9234	REDstar	4	236	350	4
s9234	REDstar	5	236	350	4
s9234	REDstar	6	236	350	4
s9234	REDstar	7	236	350	4
s9234	REDstar	8	236	350	4
s9234	REDstar	9	236	350	4
s9234	scc+2cyc+chain	1	2147	2147	2
s9234	scc+2cyc+chain	10	2147	2147	2
s9234	scc+2cyc+chain	2	2147	2147	2
s9234	scc+2cyc+chain	3	2147	2147	2
s9234	scc+2cyc+chain	4	2147	2147	2
s9234	scc+2cyc+chain	5	2147	2147	2
s9234	scc+2cyc+chain	6	2147	2147	2
s9234	scc+2cyc+chain	7	2147	2147	2
s9234	scc+2cyc+chain	8	2147	2147	2
s9234	scc+2cyc+chain	9	2147	2147	2
s9234	scc+2cyc	1	3154	3154	0
s9234	scc+2cyc	10	3154	3154	0
s9234	scc+2cyc	2	3154	3154	0
s9234	scc+2cyc	3	3154	3154	0
s9234	scc+2cyc	4	3154	3154	0
s9234	scc+2cyc	5	3154	3154	0
s9234	scc+2cyc	6	3154	3154	1
s9234	scc+2cyc	7	3154	3154	0
s9234	scc+2cyc	8	3154	3154	0
s9234	scc+2cyc	9	3154	3154	0
s9234	scc	1	3154	3154	0
s9234	scc	10	3154	3154	0
s9234	scc	2	3154	3154	0
s9234	scc	3	3154	3154	0
s9234	scc	4	3154	3154	0
s9234	scc	5	3154	3154	0
s9234	scc	6	3154	3154	0
s9234	scc	7	3154	3154	0
s9234	scc	8	3154	3154	0
s9234	scc	9	3154	3154	0
s953	HCS	1	242	242	1
s953	HCS	10	242	242	0
s953	HCS	2	242	242	0
s953	HCS	3	242	242	0
s953	HCS	4	242	242	0
s953	HCS	5	242	242	0
s953	HCS	6	242	242	0
s953	HCS	7	242	242	0
s953	HCS	8	242	242	0
s953	HCS	9	242	242	0
s953	RED	1	211	211	0
s953	RED	10	211	211	0
s953	RED	2	211	211	2
s953	RED	3	211	211	1
s953	RED	4	211	211	0
s953	RED	5	211	211	0
s953	RED	6	211	211	0
s953	RED	7	211	211	0
s953	RED	8	211	211	0
s953	RED	9	211	211	0
s953	REDstar	1	0	0	1
s953	REDstar	10	0	0	1
s953	REDstar	2	0	0	1
s953	REDstar	3	0	0	1
s953	REDstar	4	0	0	1
s953	REDstar	5	0	0	1
s953	REDstar	6	0	0	1
s953	REDstar	7	0	0	1
s953	REDstar	8	0	0	1
s953	REDstar	9	0	0	1
s953	scc+2cyc+chain	1	321	321	0
s953	scc+2cyc+chain	10	321	321	0
s953	scc+2cyc+chain	2	321	321	0
s953	scc+2cyc+chain	3	321	321	0
s953	scc+2cyc+chain	4	321	321	0
s953	scc+2cyc+chain	5	321	321	1
s953	scc+2cyc+chain	6	321	321	0
s953	scc+2cyc+chain	7	321	321	0
s953	scc+2cyc+chain	8	321	321	0
s953	scc+2cyc+chain	9	321	321	0
s953	scc+2cyc	1	377	377	0
s953	scc+2cyc	10	377	377	0
s953	scc+2cyc	2	377	377	0
s953	scc+2cyc	3	377	377	0
s953	scc+2cyc	4	377	377	0
s953	scc+2cyc	5	377	377	0
s953	scc+2cyc	6	377	377	0
s953	scc+2cyc	7	377	377	0
s953	scc+2cyc	8	377	377	0
s953	scc+2cyc	9	377	377	0
s953	scc	1	377	377	0
s953	scc	10	377	377	0
s953	scc	2	377	377	0
s953	scc	3	377	377	0
s953	scc	4	377	377	0
s953	scc	5	377	377	0
s953	scc	6	377	377	0
s953	scc	7	377	377	0
s953	scc	8	377	377	0
s953	scc	9	377	377	0
sbc	HCS	1	322	322	0
sbc	HCS	10	322	322	0
sbc	HCS	2	322	322	2
sbc	HCS	3	322	322	0
sbc	HCS	4	322	322	0
sbc	HCS	5	322	322	0
sbc	HCS	6	322	322	0
sbc	HCS	7	322	322	0
sbc	HCS	8	322	322	0
sbc	HCS	9	322	322	0
sbc	RED	1	200	200	1
sbc	RED	10	200	200	1
sbc	RED	2	200	200	1
sbc	RED	3	200	200	1
sbc	RED	4	200	200	1
sbc	RED	5	200	200	1
sbc	RED	6	200	200	1
sbc	RED	7	200	200	1
sbc	RED	8	200	200	1
sbc	RED	9	200	200	1
sbc	REDstar	1	0	0	1
sbc	REDstar	10	0	0	1
sbc	REDstar	2	0	0	1
sbc	REDstar	3	0	0	2
sbc	REDstar	4	0	0	1
sbc	REDstar	5	0	0	1
sbc	REDstar	6	0	0	1
sbc	REDstar	7	0	0	1
sbc	REDstar	8	0	0	1
sbc	REDstar	9	0	0	1
sbc	scc+2cyc+chain	1	461	461	0
sbc	scc+2cyc+chain	10	461	461	0
sbc	scc+2cyc+chain	2	461	461	1
sbc	scc+2cyc+chain	3	461	461	0
sbc	scc+2cyc+chain	4	461	461	0
sbc	scc+2cyc+chain	5	461	461	0
sbc	scc+2cyc+chain	6	461	461	0
sbc	scc+2cyc+chain	7	461	461	1
sbc	scc+2cyc+chain	8	461	461	0
sbc	scc+2cyc+chain	9	461	461	0
sbc	scc+2cyc	1	552	552	0
sbc	scc+2cyc	10	552	552	0
sbc	scc+2cyc	2	552	552	0
sbc	scc+2cyc	3	552	552	0
sbc	scc+2cyc	4	552	552	0
sbc	scc+2cyc	5	552	552	0
sbc	scc+2cyc	6	552	552	0
sbc	scc+2cyc	7	552	552	0
sbc	scc+2cyc	8	552	552	0
sbc	scc+2cyc	9	552	552	0
sbc	scc	1	552	552	0
sbc	scc	10	552	552	0
sbc	scc	2	552	552	0
sbc	scc	3	552	552	0
sbc	scc	4	552	552	0
sbc	scc	5	552	552	0
sbc	scc	6	552	552	0
sbc	scc	7	552	552	0
sbc	scc	8	552	552	0
sbc	scc	9	552	552	0
soc-Epinions1	HCS	1	419977	420446	438
soc-Epinions1	HCS	10	419987	420458	438
soc-Epinions1	HCS	2	419980	420448	430
soc-Epinions1	HCS	3	419988	420460	543
soc-Epinions1	HCS	4	419978	420445	559
soc-Epinions1	HCS	5	419980	420451	430
soc-Epinions1	HCS	6	419986	420457	521
soc-Epinions1	HCS	7	419981	420452	551
soc-Epinions1	HCS	8	419989	420461	427
soc-Epinions1	HCS	9	419988	420460	524
soc-Epinions1	RED	1	197056	197728	296
soc-Epinions1	RED	10	197056	197728	295
soc-Epinions1	RED	2	197056	197728	300
soc-Epinions1	RED	3	197056	197728	288
soc-Epinions1	RED	4	197056	197728	297
soc-Epinions1	RED	5	197056	197728	295
soc-Epinions1	RED	6	197056	197728	368
soc-Epinions1	RED	7	197056	197728	376
soc-Epinions1	RED	8	197056	197728	301
soc-Epinions1	RED	9	197056	197728	363
soc-Epinions1	REDstar	1	195523	196767	331
soc-Epinions1	REDstar	10	195523	196767	339
soc-Epinions1	REDstar	2	195523	196767	336
soc-Epinions1	REDstar	3	195523	196767	436
soc-Epinions1	REDstar	4	195523	196767	447
soc-Epinions1	REDstar	5	195523	196767	333
soc-Epinions1	REDstar	6	195523	196767	412
soc-Epinions1	REDstar	7	195523	196767	336
soc-Epinions1	REDstar	8	195523	196767	332
soc-Epinions1	REDstar	9	195523	196767	331
soc-Epinions1	scc+2cyc+chain	1	198129	198441	262
soc-Epinions1	scc+2cyc+chain	10	198129	198441	346
soc-Epinions1	scc+2cyc+chain	2	198129	198441	260
soc-Epinions1	scc+2cyc+chain	3	198130	198443	271
soc-Epinions1	scc+2cyc+chain	4	198130	198443	264
soc-Epinions1	scc+2cyc+chain	5	198131	198445	336
soc-Epinions1	scc+2cyc+chain	6	198132	198445	328
soc-Epinions1	scc+2cyc+chain	7	198128	198441	265
soc-Epinions1	scc+2cyc+chain	8	198132	198445	258
soc-Epinions1	scc+2cyc+chain	9	198131	198443	265
soc-Epinions1	scc+2cyc	1	328247	328247	103
soc-Epinions1	scc+2cyc	10	328247	328247	101
soc-Epinions1	scc+2cyc	2	328247	328247	85
soc-Epinions1	scc+2cyc	3	328247	328247	83
soc-Epinions1	scc+2cyc	4	328247	328247	87
soc-Epinions1	scc+2cyc	5	328247	328247	86
soc-Epinions1	scc+2cyc	6	328247	328247	93
soc-Epinions1	scc+2cyc	7	328247	328247	99
soc-Epinions1	scc+2cyc	8	328247	328247	78
soc-Epinions1	scc+2cyc	9	328247	328247	103
soc-Epinions1	scc	1	446842	446842	12
soc-Epinions1	scc	10	446842	446842	14
soc-Epinions1	scc	2	446842	446842	16
soc-Epinions1	scc	3	446842	446842	14
soc-Epinions1	scc	4	446842	446842	16
soc-Epinions1	scc	5	446842	446842	15
soc-Epinions1	scc	6	446842	446842	14
soc-Epinions1	scc	7	446842	446842	15
soc-Epinions1	scc	8	446842	446842	14
soc-Epinions1	scc	9	446842	446842	12
soc-LiveJournal1	HCS	1	64106826	64120659	168379
soc-LiveJournal1	HCS	10	64106802	64120638	171255
soc-LiveJournal1	HCS	2	64106811	64120651	191262
soc-LiveJournal1	HCS	3	64106785	64120610	201963
soc-LiveJournal1	HCS	4	64106784	64120603	217016
soc-LiveJournal1	HCS	5	64106843	64120685	188533
soc-LiveJournal1	HCS	6	64106837	64120683	165539
soc-LiveJournal1	HCS	7	64106842	64120688	207592
soc-LiveJournal1	HCS	8	64106826	64120670	190414
soc-LiveJournal1	HCS	9	64106811	64120652	172031
soc-LiveJournal1	RED	1	7790967	7818971	61050
soc-LiveJournal1	RED	10	7790967	7818971	57804
soc-LiveJournal1	RED	2	7790967	7818972	71883
soc-LiveJournal1	RED	3	7790967	7818968	62117
soc-LiveJournal1	RED	4	7790967	7818970	57744
soc-LiveJournal1	RED	5	7790967	7818973	58728
soc-LiveJournal1	RED	6	7790967	7818970	64666
soc-LiveJournal1	RED	7	7790967	7818968	60339
soc-LiveJournal1	RED	8	7790967	7818970	59479
soc-LiveJournal1	RED	9	7790967	7818973	57800
soc-LiveJournal1	REDstar	1	7457011	7559815	91504
soc-LiveJournal1	REDstar	10	7457011	7559843	75262
soc-LiveJournal1	REDstar	2	7457011	7559814	70167
soc-LiveJournal1	REDstar	3	7457011	7559822	72871
soc-LiveJournal1	REDstar	4	7457011	7559836	68820
soc-LiveJournal1	REDstar	5	7457011	7559819	73284
soc-LiveJournal1	REDstar	6	7457011	7559840	70886
soc-LiveJournal1	REDstar	7	7457011	7559826	68244
soc-LiveJournal1	REDstar	8	7457011	7559838	83109
soc-LiveJournal1	REDstar	9	7457011	7559798	71808
soc-LiveJournal1	scc+2cyc+chain	1	7881788	7887379	56236
soc-LiveJournal1	scc+2cyc+chain	10	7881795	7887390	55774
soc-LiveJournal1	scc+2cyc+chain	2	7881780	7887368	58380
soc-LiveJournal1	scc+2cyc+chain	3	7881820	7887424	73881
soc-LiveJournal1	scc+2cyc+chain	4	7881801	7887402	59622
soc-LiveJournal1	scc+2cyc+chain	5	7881803	7887395	64924
soc-LiveJournal1	scc+2cyc+chain	6	7881816	7887412	58839
soc-LiveJournal1	scc+2cyc+chain	7	7881804	7887396	55138
soc-LiveJournal1	scc+2cyc+chain	8	7881803	7887399	65140
soc-LiveJournal1	scc+2cyc+chain	9	7881791	7887372	58552
soc-LiveJournal1	scc+2cyc	1	27612867	27612867	50071
soc-LiveJournal1	scc+2cyc	10	27612867	27612867	54670
soc-LiveJournal1	scc+2cyc	2	27612867	27612867	52075
soc-LiveJournal1	scc+2cyc	3	27612867	27612867	51402
soc-LiveJournal1	scc+2cyc	4	27612867	27612867	51817
soc-LiveJournal1	scc+2cyc	5	27612867	27612867	55670
soc-LiveJournal1	scc+2cyc	6	27612867	27612867	51103
soc-LiveJournal1	scc+2cyc	7	27612867	27612867	53247
soc-LiveJournal1	scc+2cyc	8	27612867	27612867	53170
soc-LiveJournal1	scc+2cyc	9	27612867	27612867	54735
soc-LiveJournal1	scc	1	66192417	66192417	7015
soc-LiveJournal1	scc	10	66192417	66192417	6947
soc-LiveJournal1	scc	2	66192417	66192417	7361
soc-LiveJournal1	scc	3	66192417	66192417	6630
soc-LiveJournal1	scc	4	66192417	66192417	7139
soc-LiveJournal1	scc	5	66192417	66192417	6755
soc-LiveJournal1	scc	6	66192417	66192417	7017
soc-LiveJournal1	scc	7	66192417	66192417	7957
soc-LiveJournal1	scc	8	66192417	66192417	7231
soc-LiveJournal1	scc	9	66192417	66192417	6592
soc-pokec-relationships	HCS	1	28533376	28535682	65371
soc-pokec-relationships	HCS	10	28533384	28535692	78975
soc-pokec-relationships	HCS	2	28533396	28535706	73172
soc-pokec-relationships	HCS	3	28533384	28535694	85180
soc-pokec-relationships	HCS	4	28533402	28535715	80073
soc-pokec-relationships	HCS	5	28533386	28535693	67572
soc-pokec-relationships	HCS	6	28533376	28535682	81162
soc-pokec-relationships	HCS	7	28533386	28535693	64353
soc-pokec-relationships	HCS	8	28533394	28535707	61392
soc-pokec-relationships	HCS	9	28533394	28535705	60495
soc-pokec-relationships	RED	1	10439835	10449074	27882
soc-pokec-relationships	RED	10	10439835	10449075	35812
soc-pokec-relationships	RED	2	10439835	10449076	28765
soc-pokec-relationships	RED	3	10439835	10449075	28175
soc-pokec-relationships	RED	4	10439835	10449075	26948
soc-pokec-relationships	RED	5	10439835	10449076	28029
soc-pokec-relationships	RED	6	10439835	10449074	27257
soc-pokec-relationships	RED	7	10439835	10449074	26526
soc-pokec-relationships	RED	8	10439835	10449074	33173
soc-pokec-relationships	RED	9	10439835	10449076	36737
soc-pokec-relationships	REDstar	1	10382271	10401587	32268
soc-pokec-relationships	REDstar	10	10382271	10401588	32099
soc-pokec-relationships	REDstar	2	10382271	10401590	34197
soc-pokec-relationships	REDstar	3	10382271	10401587	32939
soc-pokec-relationships	REDstar	4	10382271	10401587	31771
soc-pokec-relationships	REDstar	5	10382271	10401588	41788
soc-pokec-relationships	REDstar	6	10382271	10401586	35734
soc-pokec-relationships	REDstar	7	10382271	10401587	40253
soc-pokec-relationships	REDstar	8	10382271	10401585	32794
soc-pokec-relationships	REDstar	9	10382271	10401588	35360
soc-pokec-relationships	scc+2cyc+chain	1	10473774	10475321	27863
soc-pokec-relationships	scc+2cyc+chain	10	10473778	10475325	26527
soc-pokec-relationships	scc+2cyc+chain	2	10473775	10475320	34837
soc-pokec-relationships	scc+2cyc+chain	3	10473774	10475318	27639
soc-pokec-relationships	scc+2cyc+chain	4	10473781	10475328	26504
soc-pokec-relationships	scc+2cyc+chain	5	10473776	10475321	27399
soc-pokec-relationships	scc+2cyc+chain	6	10473772	10475317	27658
soc-pokec-relationships	scc+2cyc+chain	7	10473783	10475330	25996
soc-pokec-relationships	scc+2cyc+chain	8	10473776	10475322	27388
soc-pokec-relationships	scc+2cyc+chain	9	10473783	10475333	25768
soc-pokec-relationships	scc+2cyc	1	24324143	24324143	35013
soc-pokec-relationships	scc+2cyc	10	24324143	24324143	38841
soc-pokec-relationships	scc+2cyc	2	24324143	24324143	34515
soc-pokec-relationships	scc+2cyc	3	24324143	24324143	33065
soc-pokec-relationships	scc+2cyc	4	24324143	24324143	31208
soc-pokec-relationships	scc+2cyc	5	24324143	24324143	31843
soc-pokec-relationships	scc+2cyc	6	24324143	24324143	31834
soc-pokec-relationships	scc+2cyc	7	24324143	24324143	31216
soc-pokec-relationships	scc+2cyc	8	24324143	24324143	31352
soc-pokec-relationships	scc+2cyc	9	24324143	24324143	34614
soc-pokec-relationships	scc	1	29188594	29188594	3000
soc-pokec-relationships	scc	10	29188594	29188594	1945
soc-pokec-relationships	scc	2	29188594	29188594	2904
soc-pokec-relationships	scc	3	29188594	29188594	2053
soc-pokec-relationships	scc	4	29188594	29188594	2116
soc-pokec-relationships	scc	5	29188594	29188594	2172
soc-pokec-relationships	scc	6	29188594	29188594	2201
soc-pokec-relationships	scc	7	29188594	29188594	2142
soc-pokec-relationships	scc	8	29188594	29188594	2836
soc-pokec-relationships	scc	9	29188594	29188594	2152
twitter	HCS	1	1654798	2290381	1609
twitter	HCS	10	1654798	2290381	1721
twitter	HCS	2	1654798	2290381	1736
twitter	HCS	3	1654798	2290381	1662
twitter	HCS	4	1654798	2290381	1761
twitter	HCS	5	1654798	2290381	1714
twitter	HCS	6	1654798	2290381	1667
twitter	HCS	7	1654798	2290381	2280
twitter	HCS	8	1654798	2290381	1693
twitter	HCS	9	1654798	2290381	1679
twitter	RED	1	691264	913093	899
twitter	RED	10	691264	913093	834
twitter	RED	2	691264	913094	880
twitter	RED	3	691264	913094	892
twitter	RED	4	691264	913094	981
twitter	RED	5	691264	913093	899
twitter	RED	6	691264	913092	890
twitter	RED	7	691264	913093	868
twitter	RED	8	691264	913093	897
twitter	RED	9	691264	913092	900
twitter	REDstar	1	673710	901680	1178
twitter	REDstar	10	673710	901685	1137
twitter	REDstar	2	673710	901684	1580
twitter	REDstar	3	673710	901689	1157
twitter	REDstar	4	673710	901684	1166
twitter	REDstar	5	673710	901687	1188
twitter	REDstar	6	673710	901687	1159
twitter	REDstar	7	673710	901687	1128
twitter	REDstar	8	673710	901687	1176
twitter	REDstar	9	673710	901680	1171
twitter	scc+2cyc+chain	1	721131	926009	881
twitter	scc+2cyc+chain	10	721133	926010	881
twitter	scc+2cyc+chain	2	721133	926011	844
twitter	scc+2cyc+chain	3	721139	926016	876
twitter	scc+2cyc+chain	4	721137	926014	852
twitter	scc+2cyc+chain	5	721135	926012	892
twitter	scc+2cyc+chain	6	721135	926012	892
twitter	scc+2cyc+chain	7	721137	926015	876
twitter	scc+2cyc+chain	8	721129	926007	857
twitter	scc+2cyc+chain	9	721137	926014	861
twitter	scc+2cyc	1	2034378	2034378	675
twitter	scc+2cyc	10	2034378	2034378	748
twitter	scc+2cyc	2	2034378	2034378	629
twitter	scc+2cyc	3	2034378	2034378	647
twitter	scc+2cyc	4	2034378	2034378	957
twitter	scc+2cyc	5	2034378	2034378	634
twitter	scc+2cyc	6	2034378	2034378	652
twitter	scc+2cyc	7	2034378	2034378	686
twitter	scc+2cyc	8	2034378	2034378	742
twitter	scc+2cyc	9	2034378	2034378	648
twitter	scc	1	2325107	2325107	57
twitter	scc	10	2325107	2325107	56
twitter	scc	2	2325107	2325107	57
twitter	scc	3	2325107	2325107	56
twitter	scc	4	2325107	2325107	56
twitter	scc	5	2325107	2325107	57
twitter	scc	6	2325107	2325107	57
twitter	scc	7	2325107	2325107	54
twitter	scc	8	2325107	2325107	57
twitter	scc	9	2325107	2325107	57
uk-2002	HCS	1	183231597	183517322	3313557
uk-2002	HCS	10	183231389	183517617	3442824
uk-2002	HCS	2	183231537	183517368	3571933
uk-2002	HCS	3	183224604	183510556	3444194
uk-2002	HCS	4	183226855	183512791	3242312
uk-2002	HCS	5	183224821	183510927	3457075
uk-2002	HCS	6	183231706	183517568	3283358
uk-2002	HCS	7	183229812	183516269	3384822
uk-2002	HCS	8	183231510	183517594	3286190
uk-2002	HCS	9	183224868	183510815	3873052
uk-2002	RED	1	34310433	39195625	518586
uk-2002	RED	10	34310429	39197398	472346
uk-2002	RED	2	34310410	39191161	554255
uk-2002	RED	3	34310441	39197772	544212
uk-2002	RED	4	34310432	39194041	557460
uk-2002	RED	5	34310436	39195213	581547
uk-2002	RED	6	34310437	39197400	442276
uk-2002	RED	7	34310428	39194649	516504
uk-2002	RED	8	34310425	39197720	547921
uk-2002	RED	9	34310438	39196803	435996
uk-2002	REDstar	1	25310036	31942261	725457
uk-2002	REDstar	10	25310036	31944291	702767
uk-2002	REDstar	2	25310036	31937797	723348
uk-2002	REDstar	3	25310036	31944590	610036
uk-2002	REDstar	4	25310036	31940677	698937
uk-2002	REDstar	5	25310036	31942024	646499
uk-2002	REDstar	6	25310036	31943992	788911
uk-2002	REDstar	7	25310036	31940841	640582
uk-2002	REDstar	8	25310036	31944201	811457
uk-2002	REDstar	9	25310036	31943595	758368
uk-2002	scc+2cyc+chain	1	45950148	46098924	427476
uk-2002	scc+2cyc+chain	10	45950462	46099895	504816
uk-2002	scc+2cyc+chain	2	45951269	46100153	407231
uk-2002	scc+2cyc+chain	3	45950683	46099904	440485
uk-2002	scc+2cyc+chain	4	45949512	46098262	508396
uk-2002	scc+2cyc+chain	5	45952673	46101939	505752
uk-2002	scc+2cyc+chain	6	45951065	46100367	460118
uk-2002	scc+2cyc+chain	7	45947318	46096471	440528
uk-2002	scc+2cyc+chain	8	45949093	46098425	517942
uk-2002	scc+2cyc+chain	9	45948075	46096998	531730
uk-2002	scc+2cyc	1	69678105	69678105	422473
uk-2002	scc+2cyc	10	69678105	69678105	440191
uk-2002	scc+2cyc	2	69678105	69678105	440142
uk-2002	scc+2cyc	3	69678105	69678105	380841
uk-2002	scc+2cyc	4	69678105	69678105	401020
uk-2002	scc+2cyc	5	69678105	69678105	440368
uk-2002	scc+2cyc	6	69678105	69678105	417299
uk-2002	scc+2cyc	7	69678105	69678105	502444
uk-2002	scc+2cyc	8	69678105	69678105	430656
uk-2002	scc+2cyc	9	69678105	69678105	410523
uk-2002	scc	1	273844327	273844327	19477
uk-2002	scc	10	273844327	273844327	18750
uk-2002	scc	2	273844327	273844327	19579
uk-2002	scc	3	273844327	273844327	23181
uk-2002	scc	4	273844327	273844327	22952
uk-2002	scc	5	273844327	273844327	25376
uk-2002	scc	6	273844327	273844327	18408
uk-2002	scc	7	273844327	273844327	18626
uk-2002	scc	8	273844327	273844327	19682
uk-2002	scc	9	273844327	273844327	23981
uk-2005	HCS	1	578574617	579049688	10165287
uk-2005	HCS	10	578575430	579050382	10564170
uk-2005	HCS	2	578574902	579051125	12478269
